"","X","Covered_Recipient_Type","Teaching_Hospital_CCN","Teaching_Hospital_ID","Teaching_Hospital_Name","Recipient_Primary_Business_Street_Address_Line1","Recipient_Primary_Business_Street_Address_Line2","Recipient_City","Recipient_State","Recipient_Zip_Code","Submitting_Applicable_Manufacturer_or_Applicable_GPO_Name","Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID","Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name","Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State","Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Country","Total_Amount_of_Payment_USDollars","Date_of_Payment","Number_of_Payments_Included_in_Total_Amount","Form_of_Payment_or_Transfer_of_Value","Nature_of_Payment_or_Transfer_of_Value","City_of_Travel","State_of_Travel","Country_of_Travel","Physician_Ownership_Indicator","Third_Party_Payment_Recipient_Indicator","Name_of_Third_Party_Entity_Receiving_Payment_or_Transfer_of_Value","Charity_Indicator","Third_Party_Equals_Covered_Recipient_Indicator","Contextual_Information","Delay_in_Publication_Indicator","Record_ID","Product_Indicator","Name_of_Associated_Covered_Drug_or_Biological1","Name_of_Associated_Covered_Drug_or_Biological2","Name_of_Associated_Covered_Drug_or_Biological3","Name_of_Associated_Covered_Drug_or_Biological4","Name_of_Associated_Covered_Drug_or_Biological5","NDC_of_Associated_Covered_Drug_or_Biological1","NDC_of_Associated_Covered_Drug_or_Biological2","NDC_of_Associated_Covered_Drug_or_Biological3","NDC_of_Associated_Covered_Drug_or_Biological4","NDC_of_Associated_Covered_Drug_or_Biological5","Name_of_Associated_Covered_Device_or_Medical_Supply1","Name_of_Associated_Covered_Device_or_Medical_Supply2","Name_of_Associated_Covered_Device_or_Medical_Supply3","Name_of_Associated_Covered_Device_or_Medical_Supply4","Name_of_Associated_Covered_Device_or_Medical_Supply5","address","lon","lat"
"456",456,"Covered Recipient Teaching Hospital",500027,1024,"Swedish Health Services","747 Broadway","","Seattle","WA","98122","Mallinckrodt LLC",100000005571,"Cadence Pharmaceuticals, Inc.","CA","United States",500,"09/25/2013",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","",NA,"No Third Party Payment","","","","","No",101432864,"Covered","OFIRMEV","","","",NA,"4382510201","","",NA,NA,"","",NA,NA,NA,"747 Broadway, Seattle, WA 98122",-122.3220878,47.6088589
"457",457,"Covered Recipient Teaching Hospital",500129,1031,"Multicare Health System","315 Martin Luther King Jr Way","","Tacoma","WA","98405","Meridian Bioscience Inc.",100000010483,"Meridian Bioscience Inc.","OH","United States",103.15,"10/28/2013",1,"In-kind items and services","Gift","","","",NA,"No Third Party Payment","","","","Lab Equipment provided for Illumigene Testing","No",101959298,"Covered","","","","",NA,"","","",NA,NA,"illumigene Group B Strep Test Kit","",NA,NA,NA,"315 Martin Luther King Jr Way, Tacoma, WA 98405",-122.4529682,47.2593601
"458",458,"Covered Recipient Teaching Hospital",500129,1031,"Multicare Health System","315 Martin Luther King Jr Way","","Tacoma","WA","98405","Biomet, Inc.",100000005643,"Biomet Orthopedics, LLC","IN","United States",624.63,"11/30/2013",1,"In-kind items and services","Gift","","","",NA,"No Third Party Payment","","","","WRITE-OFF OF BALANCE DUE","No",103680092,"Covered","","","","",NA,"","","",NA,NA,"ORTHO - GENERAL","",NA,NA,NA,"315 Martin Luther King Jr Way, Tacoma, WA 98405",-122.4529682,47.2593601
"459",459,"Covered Recipient Teaching Hospital",500005,1026,"Virginia Mason Medical Center","925 Seneca St","","Seattle","WA","98101","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",160,"12/04/2013",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",NA,"No Third Party Payment","","","","","No",102308182,"Covered","","","","",NA,"","","",NA,NA,"Controls","",NA,NA,NA,"925 Seneca St, Seattle, WA 98101",-122.327633,47.6100079
"460",460,"Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE Pacific St","","Seattle","WA","98195","QIAGEN Sciences LLC",100000005480,"QIAGEN Sciences, LLC","MD","United States",510,"08/01/2013",1,"In-kind items and services","Gift","","","",NA,"No Third Party Payment","","","","TissueLyser LT","No",103083442,"Non-covered","","","","",NA,"","","",NA,NA,"","",NA,NA,NA,"1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"461",461,"Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE Pacific St","","Seattle","WA","98195","Bayer HealthCare LLC",100000005467,"Bayer HealthCare Pharmaceuticals Inc.","NJ","United States",3500,"08/29/2013",1,"Cash or cash equivalent","Grant","","","",NA,"No Third Party Payment","","No","","","No",104574366,"None","","","","",NA,"","","",NA,NA,"","",NA,NA,NA,"1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"462",462,"Covered Recipient Teaching Hospital",500027,1024,"Swedish Health Services","747 Broadway","","Seattle","WA","98122","Bristol-Myers Squibb Company",100000005499,"E.R. Squibb & Sons, L.L.C.","NJ","United States",1500,"10/30/2013",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","",NA,"No Third Party Payment","","","","","No",101475358,"Covered","ELIQUIS","","","",NA,"0003089431","","",NA,NA,"","",NA,NA,NA,"747 Broadway, Seattle, WA 98122",-122.3220878,47.6088589
"463",463,"Covered Recipient Teaching Hospital",500027,1024,"Swedish Health Services","747 BROADWAY","","SEATTLE","WA","98122","Mako Surgical Corp.",100000010916,"MAKO Surgical Corp.","FL","United States",31438,"08/01/2013",1,"In-kind items and services","Education","","","",NA,"No Third Party Payment","","","","","No",25240895,"Covered","","","","",NA,"","","",NA,NA,"Total Hip Application","",NA,NA,NA,"747 BROADWAY, SEATTLE, WA 98122",-122.3220878,47.6088589
"464",464,"Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE Pacific St","","Seattle","WA","98195","EMD Millipore Corporation",100000005624,"EMD Millipore Corporation","MA","United States",62.92,"11/11/2013",1,"In-kind items and services","Food and Beverage","","","",NA,"No Third Party Payment","","","","","No",105375622,"None","","","","",NA,"","","",NA,NA,"","",NA,NA,NA,"1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"465",465,"Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE Pacific St","4311 11TH AVENUE NE #500","Seattle","WA","98195","EMD Millipore Corporation",100000005624,"EMD Millipore Corporation","MA","United States",47.4,"10/30/2013",1,"Cash or cash equivalent","Royalty or License","","","",NA,"No Third Party Payment","","","","","No",105375230,"Non-covered","","","","",NA,"","","",NA,NA,"","",NA,NA,NA,"1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"466",466,"Covered Recipient Teaching Hospital",500064,1032,"Harborview Medical Center","325 9th Ave","","Seattle","WA","98104","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",82.68,"08/28/2013",1,"In-kind items and services","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",NA,"No Third Party Payment","","","","","No",102308832,"Covered","","","","",NA,"","","",NA,NA,"Controls","",NA,NA,NA,"325 9th Ave, Seattle, WA 98104",-122.3241757,47.6038212
"467",467,"Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE Pacific St","","Seattle","WA","98195","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",134.94,"10/16/2013",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",NA,"No Third Party Payment","","","","","No",102307484,"Covered","","","","",NA,"","","",NA,NA,"Infectious Disease - HIV","",NA,NA,NA,"1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"468",468,"Covered Recipient Teaching Hospital",500129,1031,"MULTICARE HEALTH SYSTEM","315 MARTIN LUTHER KING JR WAY","MULTICARE DISTRIBUTION CENTER","TACOMA","WA","98405-4234","Helena Laboratories Corporation",100000005555,"Helena Laboratories Corporation","TX","United States",126,"10/08/2013",1,"In-kind items and services","Gift","","","",NA,"No Third Party Payment","","No","","","No",109955100,"Covered","","","","",NA,"","","",NA,NA,"SPIFE IFE 3-6 DISPO SAMPLE CUPS 10","",NA,NA,NA,"315 MARTIN LUTHER KING JR WAY, TACOMA, WA 98405-4234",-122.4529682,47.2593601
"469",469,"Covered Recipient Teaching Hospital",500001,1029,"Uw Medicine Northwest","1550 North 115th Street","Mail Stop PZ 506","Seattle","WA","98133","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",32,"11/13/2013",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",NA,"No Third Party Payment","","","","","No",102307930,"Covered","","","","",NA,"","","",NA,NA,"Controls","",NA,NA,NA,"1550 North 115th Street, Seattle, WA 98133",-122.3372047,47.7146036
"470",470,"Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE Pacific St","","Seattle","WA","98195","EMD Millipore Corporation",100000005624,"EMD Millipore Corporation","MA","United States",12.3,"11/11/2013",1,"In-kind items and services","Gift","","","",NA,"No Third Party Payment","","No","","","No",105374448,"Non-covered","","","","",NA,"","","",NA,NA,"","",NA,NA,NA,"1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"471",471,"Covered Recipient Teaching Hospital",500064,1032,"Harborview Medical Center","325 9th Ave","","Seattle","WA","98104","Molnlycke Health Care US, LLC",100000010368,"Molnlycke Health Care US, LLC","GA","United States",400,"12/09/2013",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","",NA,"No Third Party Payment","","","","","No",103922836,"None","","","","",NA,"","","",NA,NA,"","",NA,NA,NA,"325 9th Ave, Seattle, WA 98104",-122.3241757,47.6038212
"472",472,"Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE Pacific St","","Seattle","WA","98195","EMD Millipore Corporation",100000005624,"EMD Millipore Corporation","MA","United States",1141.06,"10/29/2013",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",NA,"No Third Party Payment","","No","","","No",216777340,"None","","","","",NA,"","","",NA,NA,"","",NA,NA,NA,"1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"473",473,"Covered Recipient Teaching Hospital",500129,1031,"MULTICARE HEALTH SYSTEM","315 MARTIN LUTHER KING JR WAY","MULTICARE DISTRIBUTION CENTER","TACOMA","WA","98405-4234","Helena Laboratories Corporation",100000005555,"Helena Laboratories Corporation","TX","United States",126,"08/21/2013",1,"In-kind items and services","Gift","","","",NA,"No Third Party Payment","","No","","","No",109955068,"Covered","","","","",NA,"","","",NA,NA,"SPIFE IFE 3-6 DISPO SAMPLE CUPS, 10","",NA,NA,NA,"315 MARTIN LUTHER KING JR WAY, TACOMA, WA 98405-4234",-122.4529682,47.2593601
"474",474,"Covered Recipient Teaching Hospital",500008,1039,"UNIVERSITY OF WASHINGTON","1959 NE PACIFIC ST","","SEATTLE","WA","98195","Stryker Corporation",100000010503,"Stryker Corporation","MI","United States",4125,"12/30/2013",1,"Cash or cash equivalent","Grant","","","",NA,"No Third Party Payment","","","","","No",104174846,"Covered","","","","",NA,"","","",NA,NA,"NEURO","",NA,NA,NA,"1959 NE PACIFIC ST, SEATTLE, WA 98195",-122.3091341,47.6506935
"475",475,"Covered Recipient Teaching Hospital",500027,1024,"Swedish Health Services","747 Broadway","","Seattle","WA","98122","AstraZeneca Pharmaceuticals LP",100000000146,"AstraZeneca Pharmaceuticals LP","DE","United States",500,"10/24/2013",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",NA,"No Third Party Payment","","No","","Exhibit Display Fee","No",101173556,"Covered","BRILINTA","","","",NA,"0001860777","","",NA,NA,"","",NA,NA,NA,"747 Broadway, Seattle, WA 98122",-122.3220878,47.6088589
"476",476,"Covered Recipient Teaching Hospital",500008,1039,"UNIVERSITY OF WASHINGTON","1959 NE PACIFIC ST","","SEATTLE","WA","98195","GlaxoSmithKline, LLC.",100000005449,"GlaxoSmithKline, LLC.","NC","United States",1500,"08/21/2013",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","",NA,"No Third Party Payment","","","","","No",104562228,"None","","","","",NA,"","","",NA,NA,"","",NA,NA,NA,"1959 NE PACIFIC ST, SEATTLE, WA 98195",-122.3091341,47.6506935
"477",477,"Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE Pacific St","","Seattle","WA","98195","Dentsply International",100000000185,"Dentsply International","PA","United States",250,"12/05/2013",1,"Cash or cash equivalent","Charitable Contribution","","","",NA,"No Third Party Payment","","","","","No",104813858,"Covered","","","","",NA,"","","",NA,NA,"Consumable Dentistry","",NA,NA,NA,"1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"478",478,"Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE Pacific St","","Seattle","WA","98195","EMD Millipore Corporation",100000005624,"EMD Millipore Corporation","MA","United States",19.85,"09/10/2013",1,"In-kind items and services","Gift","","","",NA,"No Third Party Payment","","No","","","No",105374456,"Non-covered","","","","",NA,"","","",NA,NA,"","",NA,NA,NA,"1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"479",479,"Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE PACIFIC ST","","SEATTLE","WA","98195","Philips Electronics North America Corporation",100000000198,"Philips Electronics North America Corporation","MA","United States",827.5,"12/05/2013",1,"Cash or cash equivalent","Royalty or License","","","",NA,"No Third Party Payment","","","","","No",103138204,"Covered","","","","",NA,"","","",NA,NA,"PCMS Undivided","",NA,NA,NA,"1959 NE PACIFIC ST, SEATTLE, WA 98195",-122.3091341,47.6506935
"480",480,"Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE Pacific St","School of Dentistry","Seattle","WA","98195","Henry Schein, Inc.",100000005547,"Henry Schein, Inc.","NY","United States",1416.67,"12/31/2013",1,"In-kind items and services","Charitable Contribution","","","",NA,"No Third Party Payment","","","","","No",187989110,"Covered","","","","",NA,"","","",NA,NA,"Equipment  Large Small High Tech","",NA,NA,NA,"1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"481",481,"Covered Recipient Teaching Hospital",500005,1026,"Virginia Mason Medical Center","925 Seneca St","","Seattle","WA","98101","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",87.23,"10/16/2013",1,"In-kind items and services","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",NA,"No Third Party Payment","","","","","No",102308610,"Covered","","","","",NA,"","","",NA,NA,"Controls","",NA,NA,NA,"925 Seneca St, Seattle, WA 98101",-122.327633,47.6100079
"482",482,"Covered Recipient Teaching Hospital",500027,1024,"Swedish Health Services","747 Broadway","","Seattle","WA","98122","Mallinckrodt LLC",100000005571,"Cadence Pharmaceuticals, Inc.","CA","United States",500,"08/08/2013",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","",NA,"No Third Party Payment","","","","","No",101432862,"Covered","OFIRMEV","","","",NA,"4382510201","","",NA,NA,"","",NA,NA,NA,"747 Broadway, Seattle, WA 98122",-122.3220878,47.6088589
"483",483,"Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE Pacific St","","Seattle","WA","98195","KARLSTORZ Endoscopy-America",100000005515,"KARLSTORZ Endoscopy-America","CA","United States",72.23,"12/09/2013",1,"Cash or cash equivalent","Gift","","","",NA,"No Third Party Payment","","","","","No",102120406,"Covered","","","","",NA,"","","",NA,NA,"LAPAROSCOPY","",NA,NA,NA,"1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"484",484,"Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE Pacific St","","Seattle","WA","98195","EMD Millipore Corporation",100000005624,"EMD Millipore Corporation","MA","United States",35,"09/09/2013",1,"In-kind items and services","Gift","","","",NA,"No Third Party Payment","","No","","","No",105374504,"Non-covered","","","","",NA,"","","",NA,NA,"","",NA,NA,NA,"1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"485",485,"Covered Recipient Teaching Hospital",500027,1024,"Swedish Health Services","747 Broadway","","Seattle","WA","98122","Astellas Pharma US Inc",100000000137,"Astellas Pharma US Inc","IL","United States",1500,"10/10/2013",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","",NA,"No Third Party Payment","","","","","No",101668426,"Covered","ASTAGRAF XL","Prograf","MYCAMINE","AmBisome",NA,"","","",NA,NA,"","",NA,NA,NA,"747 Broadway, Seattle, WA 98122",-122.3220878,47.6088589
"486",486,"Covered Recipient Teaching Hospital",500001,1029,"Uw Medicine Northwest","1550 North 115th Street","Mail Stop PZ 506","Seattle","WA","98133","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",59.97,"11/13/2013",1,"In-kind items and services","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",NA,"No Third Party Payment","","","","","No",102308982,"Covered","","","","",NA,"","","",NA,NA,"Controls","",NA,NA,NA,"1550 North 115th Street, Seattle, WA 98133",-122.3372047,47.7146036
"487",487,"Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE Pacific St","","Seattle","WA","98195","KARLSTORZ Endoscopy-America",100000005515,"KARLSTORZ Endoscopy-America","CA","United States",48.07,"12/05/2013",1,"In-kind items and services","Gift","","","",NA,"No Third Party Payment","","","","","No",102107074,"Covered","","","","",NA,"","","",NA,NA,"LAPAROSCOPY","",NA,NA,NA,"1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"488",488,"Covered Recipient Teaching Hospital",500001,1029,"Uw Medicine Northwest","1550 North 115th Street","Mail Stop PZ 506","Seattle","WA","98133","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",102.65,"08/14/2013",1,"In-kind items and services","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",NA,"No Third Party Payment","","","","","No",102308956,"Covered","","","","",NA,"","","",NA,NA,"Controls","",NA,NA,NA,"1550 North 115th Street, Seattle, WA 98133",-122.3372047,47.7146036
"489",489,"Covered Recipient Teaching Hospital",500050,1040,"Peacehealth Southwest Medical Center","200 NE MOTHER JOSEPH PL STE 400","","VANCOUVER","WA","98664","St. Jude Medical, Inc.",100000000310,"St. Jude Medical, Inc.","MN","United States",72.29,"09/20/2013",1,"Cash or cash equivalent","Gift","","","",NA,"No Third Party Payment","","No","","","No",100614586,"None","","","","",NA,"","","",NA,NA,"","",NA,NA,NA,"200 NE MOTHER JOSEPH PL STE 400, VANCOUVER, WA 98664",-122.5800895,45.6241511
